Month,Product,Complaint count,Previous 6-month average,Percentage growth,Trend status
2024-05-01,Debt collection,150,99.16666666666667,51.26050420168067,High growth
2024-06-01,Debt collection,140,115.0,21.73913043478261,Stable
2024-07-01,Debt collection,136,129.16666666666666,5.290322580645169,Stable
2024-08-01,Debt collection,149,138.66666666666666,7.451923076923084,Stable
2024-09-01,Debt collection,174,145.33333333333334,19.72477064220183,Stable
2024-10-01,Debt collection,187,149.33333333333334,25.223214285714278,Moderate growth
2024-11-01,Debt collection,191,156.0,22.435897435897438,Stable
2024-12-01,Debt collection,201,162.83333333333334,23.439099283520974,Stable
2025-01-01,Debt collection,263,173.0,52.02312138728323,High growth
2025-02-01,Debt collection,199,194.16666666666666,2.4892703862660994,Stable
2025-03-01,Debt collection,242,202.5,19.50617283950617,Stable
2025-04-01,Debt collection,219,213.83333333333334,2.416212003117688,Stable
2025-05-01,Debt collection,279,219.16666666666666,27.300380228136888,Moderate growth
2025-06-01,Debt collection,249,233.83333333333334,6.486101211689233,Stable
2025-07-01,Debt collection,299,241.83333333333334,23.63886974500344,Stable
2025-08-01,Debt collection,297,247.83333333333334,19.838601210490918,Stable
2025-09-01,Debt collection,334,264.1666666666667,26.435331230283904,Moderate growth
2025-10-01,Debt collection,297,279.5,6.261180679785331,Stable
2025-11-01,Debt collection,277,292.5,-5.299145299145299,Stable
2025-12-01,Debt collection,371,292.1666666666667,26.982316029663426,Moderate growth
2026-01-01,Debt collection,357,312.5,14.24,Stable
2026-02-01,Debt collection,282,322.1666666666667,-12.467666839110196,Stable
2026-03-01,Debt collection,319,319.6666666666667,-0.20855057351408307,Stable
2026-04-01,Debt collection,194,317.1666666666667,-38.83342091434577,Decreasing
2026-05-01,Debt collection,125,300.0,-58.333333333333336,Decreasing
2026-06-01,Debt collection,83,274.6666666666667,-69.78155339805825,Decreasing
2017-04-01,"Money transfer, virtual currency, or money service",1,,,Insufficient history
2017-05-01,"Money transfer, virtual currency, or money service",5,,,Insufficient history
2017-06-01,"Money transfer, virtual currency, or money service",7,,,Insufficient history
2017-07-01,"Money transfer, virtual currency, or money service",7,4.333333333333333,61.538461538461554,High growth
2017-08-01,"Money transfer, virtual currency, or money service",6,5.0,20.0,Stable
2017-09-01,"Money transfer, virtual currency, or money service",6,5.2,15.38461538461538,Stable
2017-10-01,"Money transfer, virtual currency, or money service",6,5.333333333333333,12.500000000000005,Stable
2017-11-01,"Money transfer, virtual currency, or money service",8,6.166666666666667,29.729729729729726,Moderate growth
2017-12-01,"Money transfer, virtual currency, or money service",7,6.666666666666667,4.999999999999996,Stable
2018-01-01,"Money transfer, virtual currency, or money service",9,6.666666666666667,34.99999999999999,Moderate growth
2018-02-01,"Money transfer, virtual currency, or money service",12,7.0,71.42857142857143,High growth
2018-03-01,"Money transfer, virtual currency, or money service",6,8.0,-25.0,Decreasing
2018-04-01,"Money transfer, virtual currency, or money service",10,8.0,25.0,Moderate growth
2018-05-01,"Money transfer, virtual currency, or money service",7,8.666666666666666,-19.230769230769226,Stable
2018-06-01,"Money transfer, virtual currency, or money service",1,8.5,-88.23529411764706,Decreasing
2018-07-01,"Money transfer, virtual currency, or money service",3,7.5,-60.0,Decreasing
2018-08-01,"Money transfer, virtual currency, or money service",2,6.5,-69.23076923076923,Decreasing
2018-09-01,"Money transfer, virtual currency, or money service",5,4.833333333333333,3.4482758620689715,Stable
2018-10-01,"Money transfer, virtual currency, or money service",4,4.666666666666667,-14.28571428571429,Stable
2018-11-01,"Money transfer, virtual currency, or money service",3,3.6666666666666665,-18.18181818181818,Stable
2018-12-01,"Money transfer, virtual currency, or money service",6,3.0,100.0,Critical growth
2019-01-01,"Money transfer, virtual currency, or money service",2,3.8333333333333335,-47.82608695652174,Decreasing
2019-02-01,"Money transfer, virtual currency, or money service",4,3.6666666666666665,9.090909090909095,Stable
2019-03-01,"Money transfer, virtual currency, or money service",7,4.0,75.0,High growth
2019-04-01,"Money transfer, virtual currency, or money service",7,4.333333333333333,61.538461538461554,High growth
2019-05-01,"Money transfer, virtual currency, or money service",7,4.833333333333333,44.827586206896555,Moderate growth
2019-06-01,"Money transfer, virtual currency, or money service",2,5.5,-63.63636363636363,Decreasing
2019-07-01,"Money transfer, virtual currency, or money service",10,4.833333333333333,106.89655172413795,Critical growth
2019-08-01,"Money transfer, virtual currency, or money service",4,6.166666666666667,-35.13513513513514,Decreasing
2019-09-01,"Money transfer, virtual currency, or money service",4,6.166666666666667,-35.13513513513514,Decreasing
2019-10-01,"Money transfer, virtual currency, or money service",1,5.666666666666667,-82.35294117647058,Decreasing
2019-11-01,"Money transfer, virtual currency, or money service",2,4.666666666666667,-57.14285714285715,Decreasing
2019-12-01,"Money transfer, virtual currency, or money service",3,3.8333333333333335,-21.73913043478261,Stable
2020-01-01,"Money transfer, virtual currency, or money service",7,4.0,75.0,High growth
2020-02-01,"Money transfer, virtual currency, or money service",3,3.5,-14.285714285714285,Stable
2020-03-01,"Money transfer, virtual currency, or money service",6,3.3333333333333335,80.0,High growth
2020-04-01,"Money transfer, virtual currency, or money service",5,3.6666666666666665,36.36363636363637,Moderate growth
2020-05-01,"Money transfer, virtual currency, or money service",12,4.333333333333333,176.92307692307693,Critical growth
2020-06-01,"Money transfer, virtual currency, or money service",18,6.0,200.0,Critical growth
2020-07-01,"Money transfer, virtual currency, or money service",16,8.5,88.23529411764706,High growth
2020-08-01,"Money transfer, virtual currency, or money service",6,10.0,-40.0,Decreasing
2020-09-01,"Money transfer, virtual currency, or money service",4,10.5,-61.904761904761905,Decreasing
2020-10-01,"Money transfer, virtual currency, or money service",9,10.166666666666666,-11.475409836065568,Stable
2020-11-01,"Money transfer, virtual currency, or money service",9,10.833333333333334,-16.923076923076927,Stable
2020-12-01,"Money transfer, virtual currency, or money service",11,10.333333333333334,6.451612903225801,Stable
2021-01-01,"Money transfer, virtual currency, or money service",5,9.166666666666666,-45.45454545454545,Decreasing
2021-02-01,"Money transfer, virtual currency, or money service",10,7.333333333333333,36.36363636363637,Moderate growth
2021-03-01,"Money transfer, virtual currency, or money service",21,8.0,162.5,Critical growth
2021-04-01,"Money transfer, virtual currency, or money service",28,10.833333333333334,158.46153846153842,Critical growth
2021-05-01,"Money transfer, virtual currency, or money service",22,14.0,57.14285714285714,High growth
2021-06-01,"Money transfer, virtual currency, or money service",10,16.166666666666668,-38.14432989690722,Decreasing
2021-07-01,"Money transfer, virtual currency, or money service",8,16.0,-50.0,Decreasing
2021-08-01,"Money transfer, virtual currency, or money service",10,16.5,-39.39393939393939,Decreasing
2021-09-01,"Money transfer, virtual currency, or money service",12,16.5,-27.27272727272727,Decreasing
2021-10-01,"Money transfer, virtual currency, or money service",10,15.0,-33.33333333333333,Decreasing
2021-11-01,"Money transfer, virtual currency, or money service",14,12.0,16.666666666666664,Stable
2021-12-01,"Money transfer, virtual currency, or money service",12,10.666666666666666,12.500000000000005,Stable
2022-01-01,"Money transfer, virtual currency, or money service",10,11.0,-9.090909090909092,Stable
2022-02-01,"Money transfer, virtual currency, or money service",10,11.333333333333334,-11.764705882352946,Stable
2022-03-01,"Money transfer, virtual currency, or money service",15,11.333333333333334,32.35294117647058,Moderate growth
2022-04-01,"Money transfer, virtual currency, or money service",17,11.833333333333334,43.661971830985905,Moderate growth
2022-05-01,"Money transfer, virtual currency, or money service",9,13.0,-30.76923076923077,Decreasing
2022-06-01,"Money transfer, virtual currency, or money service",15,12.166666666666666,23.28767123287672,Stable
2022-07-01,"Money transfer, virtual currency, or money service",20,12.666666666666666,57.89473684210527,High growth
2022-08-01,"Money transfer, virtual currency, or money service",17,14.333333333333334,18.60465116279069,Stable
2022-09-01,"Money transfer, virtual currency, or money service",15,15.5,-3.225806451612903,Stable
2022-10-01,"Money transfer, virtual currency, or money service",9,15.5,-41.935483870967744,Decreasing
2022-11-01,"Money transfer, virtual currency, or money service",14,14.166666666666666,-1.17647058823529,Stable
2022-12-01,"Money transfer, virtual currency, or money service",17,15.0,13.333333333333334,Stable
2023-01-01,"Money transfer, virtual currency, or money service",10,15.333333333333334,-34.78260869565218,Decreasing
2023-02-01,"Money transfer, virtual currency, or money service",10,13.666666666666666,-26.829268292682922,Decreasing
2023-03-01,"Money transfer, virtual currency, or money service",10,12.5,-20.0,Stable
2023-04-01,"Money transfer, virtual currency, or money service",6,11.666666666666666,-48.57142857142857,Decreasing
2023-05-01,"Money transfer, virtual currency, or money service",8,11.166666666666666,-28.35820895522388,Decreasing
2023-06-01,"Money transfer, virtual currency, or money service",21,10.166666666666666,106.55737704918033,Critical growth
2023-07-01,"Money transfer, virtual currency, or money service",17,10.833333333333334,56.92307692307691,High growth
2023-08-01,"Money transfer, virtual currency, or money service",18,12.0,50.0,High growth
2023-09-01,"Money transfer, virtual currency, or money service",15,13.333333333333334,12.499999999999995,Stable
2023-10-01,"Money transfer, virtual currency, or money service",14,14.166666666666666,-1.17647058823529,Stable
2023-11-01,"Money transfer, virtual currency, or money service",11,15.5,-29.03225806451613,Decreasing
2023-12-01,"Money transfer, virtual currency, or money service",11,16.0,-31.25,Decreasing
2024-01-01,"Money transfer, virtual currency, or money service",12,14.333333333333334,-16.279069767441865,Stable
2024-02-01,"Money transfer, virtual currency, or money service",5,13.5,-62.96296296296296,Decreasing
2024-03-01,"Money transfer, virtual currency, or money service",18,11.333333333333334,58.823529411764696,High growth
2024-04-01,"Money transfer, virtual currency, or money service",18,11.833333333333334,52.112676056338024,High growth
2024-05-01,"Money transfer, virtual currency, or money service",19,12.5,52.0,High growth
2024-06-01,"Money transfer, virtual currency, or money service",23,13.833333333333334,66.26506024096385,High growth
2024-07-01,"Money transfer, virtual currency, or money service",19,15.833333333333334,19.999999999999996,Stable
2024-08-01,"Money transfer, virtual currency, or money service",23,17.0,35.294117647058826,Moderate growth
2024-09-01,"Money transfer, virtual currency, or money service",19,20.0,-5.0,Stable
2024-10-01,"Money transfer, virtual currency, or money service",13,20.166666666666668,-35.537190082644635,Decreasing
2024-11-01,"Money transfer, virtual currency, or money service",15,19.333333333333332,-22.41379310344827,Stable
2024-12-01,"Money transfer, virtual currency, or money service",18,18.666666666666668,-3.5714285714285774,Stable
2025-01-01,"Money transfer, virtual currency, or money service",616,17.833333333333332,3354.2056074766356,Critical growth
2025-02-01,"Money transfer, virtual currency, or money service",70,117.33333333333333,-40.340909090909086,Decreasing
2025-03-01,"Money transfer, virtual currency, or money service",38,125.16666666666667,-69.6404793608522,Decreasing
2025-04-01,"Money transfer, virtual currency, or money service",32,128.33333333333334,-75.06493506493507,Decreasing
2025-05-01,"Money transfer, virtual currency, or money service",31,131.5,-76.42585551330798,Decreasing
2025-06-01,"Money transfer, virtual currency, or money service",25,134.16666666666666,-81.36645962732919,Decreasing
2025-07-01,"Money transfer, virtual currency, or money service",33,135.33333333333334,-75.61576354679804,Decreasing
2025-08-01,"Money transfer, virtual currency, or money service",31,38.166666666666664,-18.777292576419207,Stable
2025-09-01,"Money transfer, virtual currency, or money service",38,31.666666666666668,19.999999999999996,Stable
2025-10-01,"Money transfer, virtual currency, or money service",27,31.666666666666668,-14.736842105263163,Stable
2025-11-01,"Money transfer, virtual currency, or money service",31,30.833333333333332,0.5405405405405443,Stable
2025-12-01,"Money transfer, virtual currency, or money service",42,30.833333333333332,36.216216216216225,Moderate growth
2026-01-01,"Money transfer, virtual currency, or money service",47,33.666666666666664,39.60396039603961,Moderate growth
2026-02-01,"Money transfer, virtual currency, or money service",19,36.0,-47.22222222222222,Decreasing
2026-03-01,"Money transfer, virtual currency, or money service",27,34.0,-20.588235294117645,Stable
2026-04-01,"Money transfer, virtual currency, or money service",22,32.166666666666664,-31.606217616580306,Decreasing
2026-05-01,"Money transfer, virtual currency, or money service",15,31.333333333333332,-52.12765957446809,Decreasing
2026-06-01,"Money transfer, virtual currency, or money service",3,28.666666666666668,-89.53488372093024,Decreasing
2011-12-01,Mortgage,15,,,Insufficient history
2012-01-01,Mortgage,22,,,Insufficient history
2012-02-01,Mortgage,17,,,Insufficient history
2012-03-01,Mortgage,40,18.0,122.22222222222223,Critical growth
2012-04-01,Mortgage,29,23.5,23.404255319148938,Stable
2012-05-01,Mortgage,51,24.6,107.31707317073169,Critical growth
2012-06-01,Mortgage,43,29.0,48.275862068965516,Moderate growth
2012-07-01,Mortgage,35,33.666666666666664,3.9603960396039675,Stable
2012-08-01,Mortgage,43,35.833333333333336,19.999999999999993,Stable
2012-09-01,Mortgage,37,40.166666666666664,-7.883817427385886,Stable
2012-10-01,Mortgage,28,39.666666666666664,-29.411764705882348,Decreasing
2012-11-01,Mortgage,35,39.5,-11.39240506329114,Stable
2012-12-01,Mortgage,35,36.833333333333336,-4.977375565610866,Stable
2013-01-01,Mortgage,60,35.5,69.01408450704226,High growth
2013-02-01,Mortgage,49,39.666666666666664,23.52941176470589,Stable
2013-03-01,Mortgage,55,40.666666666666664,35.24590163934427,Moderate growth
2013-04-01,Mortgage,57,43.666666666666664,30.534351145038173,Moderate growth
2013-05-01,Mortgage,50,48.5,3.0927835051546393,Stable
2013-06-01,Mortgage,46,51.0,-9.803921568627452,Stable
2013-07-01,Mortgage,52,52.833333333333336,-1.5772870662460612,Stable
2013-08-01,Mortgage,61,51.5,18.446601941747574,Stable
2013-09-01,Mortgage,47,53.5,-12.149532710280374,Stable
2013-10-01,Mortgage,36,52.166666666666664,-30.990415335463258,Decreasing
2013-11-01,Mortgage,31,48.666666666666664,-36.3013698630137,Decreasing
2013-12-01,Mortgage,35,45.5,-23.076923076923077,Stable
2014-01-01,Mortgage,35,43.666666666666664,-19.847328244274806,Stable
2014-02-01,Mortgage,56,40.833333333333336,37.14285714285713,Moderate growth
2014-03-01,Mortgage,55,40.0,37.5,Moderate growth
2014-04-01,Mortgage,34,41.333333333333336,-17.74193548387097,Stable
2014-05-01,Mortgage,48,41.0,17.073170731707318,Stable
2014-06-01,Mortgage,49,43.833333333333336,11.787072243346001,Stable
2014-07-01,Mortgage,36,46.166666666666664,-22.02166064981949,Stable
2014-08-01,Mortgage,55,46.333333333333336,18.705035971223015,Stable
2014-09-01,Mortgage,36,46.166666666666664,-22.02166064981949,Stable
2014-10-01,Mortgage,39,43.0,-9.30232558139535,Stable
2014-11-01,Mortgage,31,43.833333333333336,-29.27756653992396,Decreasing
2014-12-01,Mortgage,34,41.0,-17.073170731707318,Stable
2015-01-01,Mortgage,32,38.5,-16.883116883116884,Stable
2015-02-01,Mortgage,36,37.833333333333336,-4.845814977973574,Stable
2015-03-01,Mortgage,42,34.666666666666664,21.15384615384616,Stable
2015-04-01,Mortgage,45,35.666666666666664,26.16822429906543,Moderate growth
2015-05-01,Mortgage,31,36.666666666666664,-15.454545454545448,Stable
2015-06-01,Mortgage,57,36.666666666666664,55.45454545454547,High growth
2015-07-01,Mortgage,47,40.5,16.049382716049383,Stable
2015-08-01,Mortgage,49,43.0,13.953488372093023,Stable
2015-09-01,Mortgage,32,45.166666666666664,-29.151291512915122,Decreasing
2015-10-01,Mortgage,43,43.5,-1.1494252873563218,Stable
2015-11-01,Mortgage,44,43.166666666666664,1.930501930501936,Stable
2015-12-01,Mortgage,34,45.333333333333336,-25.000000000000007,Decreasing
2016-01-01,Mortgage,39,41.5,-6.024096385542169,Stable
2016-02-01,Mortgage,45,40.166666666666664,12.033195020746895,Stable
2016-03-01,Mortgage,46,39.5,16.455696202531644,Stable
2016-04-01,Mortgage,37,41.833333333333336,-11.553784860557775,Stable
2016-05-01,Mortgage,48,40.833333333333336,17.55102040816326,Stable
2016-06-01,Mortgage,29,41.5,-30.120481927710845,Decreasing
2016-07-01,Mortgage,39,40.666666666666664,-4.098360655737699,Stable
2016-08-01,Mortgage,41,40.666666666666664,0.8196721311475469,Stable
2016-09-01,Mortgage,33,40.0,-17.5,Stable
2016-10-01,Mortgage,35,37.833333333333336,-7.488986784140975,Stable
2016-11-01,Mortgage,47,37.5,25.333333333333336,Moderate growth
2016-12-01,Mortgage,35,37.333333333333336,-6.250000000000005,Stable
2017-01-01,Mortgage,36,38.333333333333336,-6.086956521739136,Stable
2017-02-01,Mortgage,41,37.833333333333336,8.37004405286343,Stable
2017-03-01,Mortgage,41,37.833333333333336,8.37004405286343,Stable
2017-04-01,Mortgage,32,39.166666666666664,-18.297872340425528,Stable
2017-05-01,Mortgage,33,38.666666666666664,-14.6551724137931,Stable
2017-06-01,Mortgage,23,36.333333333333336,-36.69724770642202,Decreasing
2017-07-01,Mortgage,23,34.333333333333336,-33.00970873786408,Decreasing
2017-08-01,Mortgage,25,32.166666666666664,-22.279792746113984,Stable
2017-09-01,Mortgage,28,29.5,-5.084745762711865,Stable
2017-10-01,Mortgage,18,27.333333333333332,-34.14634146341463,Decreasing
2017-11-01,Mortgage,21,25.0,-16.0,Stable
2017-12-01,Mortgage,22,23.0,-4.3478260869565215,Stable
2018-01-01,Mortgage,26,22.833333333333332,13.868613138686136,Stable
2018-02-01,Mortgage,23,23.333333333333332,-1.4285714285714235,Stable
2018-03-01,Mortgage,29,23.0,26.08695652173913,Moderate growth
2018-04-01,Mortgage,37,23.166666666666668,59.71223021582733,High growth
2018-05-01,Mortgage,28,26.333333333333332,6.329113924050637,Stable
2018-06-01,Mortgage,26,27.5,-5.454545454545454,Stable
2018-07-01,Mortgage,24,28.166666666666668,-14.792899408284027,Stable
2018-08-01,Mortgage,24,27.833333333333332,-13.772455089820356,Stable
2018-09-01,Mortgage,26,28.0,-7.142857142857142,Stable
2018-10-01,Mortgage,26,27.5,-5.454545454545454,Stable
2018-11-01,Mortgage,19,25.666666666666668,-25.974025974025977,Decreasing
2018-12-01,Mortgage,21,24.166666666666668,-13.103448275862073,Stable
2019-01-01,Mortgage,20,23.333333333333332,-14.285714285714283,Stable
2019-02-01,Mortgage,23,22.666666666666668,1.4705882352941124,Stable
2019-03-01,Mortgage,21,22.5,-6.666666666666667,Stable
2019-04-01,Mortgage,32,21.666666666666668,47.692307692307686,Moderate growth
2019-05-01,Mortgage,18,22.666666666666668,-20.588235294117652,Stable
2019-06-01,Mortgage,19,22.5,-15.555555555555555,Stable
2019-07-01,Mortgage,21,22.166666666666668,-5.263157894736848,Stable
2019-08-01,Mortgage,28,22.333333333333332,25.373134328358216,Moderate growth
2019-09-01,Mortgage,25,23.166666666666668,7.913669064748195,Stable
2019-10-01,Mortgage,30,23.833333333333332,25.87412587412588,Moderate growth
2019-11-01,Mortgage,25,23.5,6.382978723404255,Stable
2019-12-01,Mortgage,18,24.666666666666668,-27.027027027027028,Decreasing
2020-01-01,Mortgage,27,24.5,10.204081632653061,Stable
2020-02-01,Mortgage,15,25.5,-41.17647058823529,Decreasing
2020-03-01,Mortgage,32,23.333333333333332,37.14285714285715,Moderate growth
2020-04-01,Mortgage,35,24.5,42.857142857142854,Moderate growth
2020-05-01,Mortgage,29,25.333333333333332,14.473684210526322,Stable
2020-06-01,Mortgage,20,26.0,-23.076923076923077,Stable
2020-07-01,Mortgage,25,26.333333333333332,-5.063291139240502,Stable
2020-08-01,Mortgage,30,26.0,15.384615384615385,Stable
2020-09-01,Mortgage,23,28.5,-19.298245614035086,Stable
2020-10-01,Mortgage,28,27.0,3.7037037037037033,Stable
2020-11-01,Mortgage,17,25.833333333333332,-34.193548387096776,Decreasing
2020-12-01,Mortgage,29,23.833333333333332,21.678321678321684,Stable
2021-01-01,Mortgage,32,25.333333333333332,26.315789473684216,Moderate growth
2021-02-01,Mortgage,28,26.5,5.660377358490567,Stable
2021-03-01,Mortgage,31,26.166666666666668,18.47133757961783,Stable
2021-04-01,Mortgage,32,27.5,16.363636363636363,Stable
2021-05-01,Mortgage,29,28.166666666666668,2.9585798816568003,Stable
2021-06-01,Mortgage,23,30.166666666666668,-23.75690607734807,Stable
2021-07-01,Mortgage,34,29.166666666666668,16.571428571428566,Stable
2021-08-01,Mortgage,20,29.5,-32.20338983050847,Decreasing
2021-09-01,Mortgage,20,28.166666666666668,-28.99408284023669,Decreasing
2021-10-01,Mortgage,15,26.333333333333332,-43.0379746835443,Decreasing
2021-11-01,Mortgage,10,23.5,-57.446808510638306,Decreasing
2021-12-01,Mortgage,15,20.333333333333332,-26.22950819672131,Decreasing
2022-01-01,Mortgage,20,19.0,5.263157894736842,Stable
2022-02-01,Mortgage,30,16.666666666666668,79.99999999999999,High growth
2022-03-01,Mortgage,34,18.333333333333332,85.45454545454547,High growth
2022-04-01,Mortgage,25,20.666666666666668,20.967741935483865,Stable
2022-05-01,Mortgage,14,22.333333333333332,-37.31343283582089,Decreasing
2022-06-01,Mortgage,29,23.0,26.08695652173913,Moderate growth
2022-07-01,Mortgage,19,25.333333333333332,-24.999999999999996,Stable
2022-08-01,Mortgage,23,25.166666666666668,-8.609271523178812,Stable
2022-09-01,Mortgage,22,24.0,-8.333333333333332,Stable
2022-10-01,Mortgage,13,22.0,-40.909090909090914,Decreasing
2022-11-01,Mortgage,11,20.0,-45.0,Decreasing
2022-12-01,Mortgage,30,19.5,53.84615384615385,High growth
2023-01-01,Mortgage,24,19.666666666666668,22.03389830508474,Stable
2023-02-01,Mortgage,18,20.5,-12.195121951219512,Stable
2023-03-01,Mortgage,25,19.666666666666668,27.118644067796605,Moderate growth
2023-04-01,Mortgage,19,20.166666666666668,-5.785123966942154,Stable
2023-05-01,Mortgage,29,21.166666666666668,37.00787401574802,Moderate growth
2023-06-01,Mortgage,17,24.166666666666668,-29.655172413793107,Decreasing
2023-07-01,Mortgage,22,22.0,0.0,Stable
2023-08-01,Mortgage,17,21.666666666666668,-21.538461538461544,Stable
2023-09-01,Mortgage,14,21.5,-34.883720930232556,Decreasing
2023-10-01,Mortgage,22,19.666666666666668,11.86440677966101,Stable
2023-11-01,Mortgage,9,20.166666666666668,-55.371900826446286,Decreasing
2023-12-01,Mortgage,23,16.833333333333332,36.63366336633664,Moderate growth
2024-01-01,Mortgage,21,17.833333333333332,17.7570093457944,Stable
2024-02-01,Mortgage,22,17.666666666666668,24.528301886792445,Stable
2024-03-01,Mortgage,22,18.5,18.91891891891892,Stable
2024-04-01,Mortgage,20,19.833333333333332,0.8403361344537875,Stable
2024-05-01,Mortgage,17,19.5,-12.82051282051282,Stable
2024-06-01,Mortgage,16,20.833333333333332,-23.199999999999996,Stable
2024-07-01,Mortgage,23,19.666666666666668,16.949152542372875,Stable
2024-08-01,Mortgage,16,20.0,-20.0,Stable
2024-09-01,Mortgage,17,19.0,-10.526315789473683,Stable
2024-10-01,Mortgage,20,18.166666666666668,10.091743119266047,Stable
2024-11-01,Mortgage,17,18.166666666666668,-6.422018348623859,Stable
2024-12-01,Mortgage,28,18.166666666666668,54.12844036697246,High growth
2025-01-01,Mortgage,41,20.166666666666668,103.30578512396693,Critical growth
2025-02-01,Mortgage,21,23.166666666666668,-9.352517985611515,Stable
2025-03-01,Mortgage,21,24.0,-12.5,Stable
2025-04-01,Mortgage,18,24.666666666666668,-27.027027027027028,Decreasing
2025-05-01,Mortgage,18,24.333333333333332,-26.027397260273972,Decreasing
2025-06-01,Mortgage,25,24.5,2.0408163265306123,Stable
2025-07-01,Mortgage,30,24.0,25.0,Moderate growth
2025-08-01,Mortgage,16,22.166666666666668,-27.819548872180455,Decreasing
2025-09-01,Mortgage,30,21.333333333333332,40.62500000000001,Moderate growth
2025-10-01,Mortgage,26,22.833333333333332,13.868613138686136,Stable
2025-11-01,Mortgage,25,24.166666666666668,3.4482758620689604,Stable
2025-12-01,Mortgage,38,25.333333333333332,50.000000000000014,High growth
2026-01-01,Mortgage,41,27.5,49.09090909090909,Moderate growth
2026-02-01,Mortgage,21,29.333333333333332,-28.409090909090907,Decreasing
2026-03-01,Mortgage,27,30.166666666666668,-10.497237569060777,Stable
2026-04-01,Mortgage,21,29.666666666666668,-29.21348314606742,Decreasing
2026-05-01,Mortgage,10,28.833333333333332,-65.3179190751445,Decreasing
2026-06-01,Mortgage,3,26.333333333333332,-88.60759493670885,Decreasing
2012-03-01,Student loan,8,,,Insufficient history
2012-04-01,Student loan,2,,,Insufficient history
2012-05-01,Student loan,4,,,Insufficient history
2012-06-01,Student loan,2,4.666666666666667,-57.14285714285715,Decreasing
2012-07-01,Student loan,3,4.0,-25.0,Decreasing
2012-09-01,Student loan,3,3.8,-21.052631578947363,Stable
2012-10-01,Student loan,2,3.6666666666666665,-45.45454545454545,Decreasing
2012-11-01,Student loan,1,2.6666666666666665,-62.5,Decreasing
2012-12-01,Student loan,2,2.5,-20.0,Stable
2013-01-01,Student loan,5,2.1666666666666665,130.7692307692308,Critical growth
2013-02-01,Student loan,1,2.6666666666666665,-62.5,Decreasing
2013-03-01,Student loan,3,2.3333333333333335,28.571428571428566,Moderate growth
2013-04-01,Student loan,3,2.3333333333333335,28.571428571428566,Moderate growth
2013-05-01,Student loan,1,2.5,-60.0,Decreasing
2013-06-01,Student loan,3,2.5,20.0,Stable
2013-07-01,Student loan,5,2.6666666666666665,87.50000000000001,High growth
2013-08-01,Student loan,3,2.6666666666666665,12.500000000000005,Stable
2013-09-01,Student loan,3,3.0,0.0,Stable
2013-10-01,Student loan,5,3.0,66.66666666666666,High growth
2013-11-01,Student loan,5,3.3333333333333335,49.99999999999999,Moderate growth
2013-12-01,Student loan,4,4.0,0.0,Stable
2014-01-01,Student loan,4,4.166666666666667,-4.000000000000007,Stable
2014-02-01,Student loan,4,4.0,0.0,Stable
2014-03-01,Student loan,3,4.166666666666667,-28.000000000000004,Decreasing
2014-04-01,Student loan,6,4.166666666666667,43.999999999999986,Moderate growth
2014-05-01,Student loan,8,4.333333333333333,84.61538461538463,High growth
2014-06-01,Student loan,1,4.833333333333333,-79.3103448275862,Decreasing
2014-07-01,Student loan,7,4.333333333333333,61.538461538461554,High growth
2014-08-01,Student loan,4,4.833333333333333,-17.241379310344822,Stable
2014-09-01,Student loan,4,4.833333333333333,-17.241379310344822,Stable
2014-10-01,Student loan,3,5.0,-40.0,Decreasing
2014-11-01,Student loan,3,4.5,-33.33333333333333,Decreasing
2014-12-01,Student loan,3,3.6666666666666665,-18.18181818181818,Stable
2015-01-01,Student loan,6,4.0,50.0,High growth
2015-02-01,Student loan,3,3.8333333333333335,-21.73913043478261,Stable
2015-03-01,Student loan,10,3.6666666666666665,172.72727272727275,Critical growth
2015-04-01,Student loan,8,4.666666666666667,71.42857142857142,High growth
2015-05-01,Student loan,5,5.5,-9.090909090909092,Stable
2015-06-01,Student loan,1,5.833333333333333,-82.85714285714285,Decreasing
2015-07-01,Student loan,3,5.5,-45.45454545454545,Decreasing
2015-08-01,Student loan,4,5.0,-20.0,Stable
2015-09-01,Student loan,2,5.166666666666667,-61.29032258064516,Decreasing
2015-10-01,Student loan,2,3.8333333333333335,-47.82608695652174,Decreasing
2015-11-01,Student loan,3,2.8333333333333335,5.882352941176465,Stable
2015-12-01,Student loan,3,2.5,20.0,Stable
2016-01-01,Student loan,4,2.8333333333333335,41.17647058823529,Moderate growth
2016-02-01,Student loan,3,3.0,0.0,Stable
2016-03-01,Student loan,11,2.8333333333333335,288.235294117647,Critical growth
2016-04-01,Student loan,4,4.333333333333333,-7.692307692307685,Stable
2016-05-01,Student loan,12,4.666666666666667,157.1428571428571,Critical growth
2016-06-01,Student loan,7,6.166666666666667,13.513513513513509,Stable
2016-07-01,Student loan,10,6.833333333333333,46.341463414634156,Moderate growth
2016-08-01,Student loan,9,7.833333333333333,14.8936170212766,Stable
2016-09-01,Student loan,11,8.833333333333334,24.528301886792445,Stable
2016-10-01,Student loan,10,8.833333333333334,13.207547169811312,Stable
2016-11-01,Student loan,7,9.833333333333334,-28.813559322033903,Decreasing
2016-12-01,Student loan,7,9.0,-22.22222222222222,Stable
2017-01-01,Student loan,67,9.0,644.4444444444445,Critical growth
2017-02-01,Student loan,23,18.5,24.324324324324326,Stable
2017-03-01,Student loan,18,20.833333333333332,-13.599999999999996,Stable
